Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status,Min_Max_Normalization,Mean_Normalization
D0C30D92,FinTech,2021,Japan,Tokyo,Series C+,23.0,209.57,41.49,1.87,11.7,154,0,154,Tier 3 (Angel/Seed),Low,Independent,0.0029234600038894726,-0.004656067437866941
D14C2192,HealthTech,2020,USA,Miami,Seed,0.0,18.51,0.85,0.5,0.0,36,19,17,Bootstrapped,Medium,Closed,0.0,-0.007579527441756414
6AE4E928,Web3/Crypto,2013,India,Mumbai,Series B,44.28,151.24,13.05,3.8,11.4,242,190,52,Tier 3 (Angel/Seed),High,Closed,0.005628296042270689,-0.001951231399485725
EBC107A2,Autonomous Vehicles,2017,UK,Oxford,Series B,102.26,528.22,18.1,7.52,13.4,585,29,556,Tier 2 (Mid-size VC),High,Acquired,0.012997957391205978,0.005418429949449564
2A7B2029,Cybersecurity,2014,UK,London,Series B,18.4,204.13,13.48,0.87,19.0,75,0,75,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,0.002338768003111578,-0.005240759438644836
F1C5A925,Robotics,2015,USA,Miami,Seed,2.16,28.36,1.02,0.62,3.0,45,0,45,Tier 3 (Angel/Seed),High,Closed,0.00027455102645222875,-0.007304976415304186
7725C680,FinTech,2012,USA,Seattle,Seed,0.54,21.5,0.9,0.88,0.6,50,0,50,Tier 3 (Angel/Seed),,Acquired,6.863775661305719e-05,-0.007510889685143358
D75C3EB5,Robotics,2019,China,Hangzhou,Series B,14.82,130.84,18.04,1.03,13.1,67,18,49,Tier 3 (Angel/Seed),High,Independent,0.0018837250981583473,-0.005695802343598067
69AB90E6,HealthTech,2016,UK,Oxford,Seed,0.23,14.83,1.25,0.35,0.5,18,0,18,Tier 2 (Mid-size VC),,Independent,2.923460003889473e-05,-0.00755029284171752
82005032,HealthTech,2022,Singapore,Singapore,Seed,1.43,20.5,0.7,0.47,2.5,30,12,18,Tier 3 (Angel/Seed),Medium,Acquired,0.0001817629480679107,-0.0073977644936885035
ECCEEAFD,EdTech,2021,UK,Oxford,Pre-IPO,51.61,524.9,39.74,5.01,10.1,326,191,135,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),0.006559990034814595,-0.0010195374069418193
7C2044C8,Autonomous Vehicles,2020,USA,New York,Post-IPO,35.6,381.85,15.08,2.36,14.5,177,36,141,Tier 2 (Mid-size VC),High,Independent,0.004525007658194141,-0.0030545197835622736
BCFBB8FA,HealthTech,2019,Japan,Kyoto,Seed,0.76,13.52,1.07,0.37,1.6,30,0,30,Tier 3 (Angel/Seed),Low,Independent,9.660128708504345e-05,-0.007482926154671371
5376BC18,Generative AI,2018,USA,New York,Series B,48.48,161.31,6.97,3.64,13.0,293,0,293,Corporate VC (e.g. Google Ventures),High,Independent,0.0061621452603722445,-0.0014173821813841696
06957ADE,EdTech,2019,USA,San Francisco,Series A,5.95,85.15,10.01,0.36,12.9,22,0,22,Tier 3 (Angel/Seed),Low,Independent,0.0007562863923105376,-0.006823241049445876
FB7B1740,Generative AI,2020,UK,London,Series A,15.47,91.8,14.98,0.83,16.6,68,0,68,Corporate VC (e.g. Google Ventures),Medium,Acquired,0.0019663446200073975,-0.005613182821749017
8AD6AD62,ClimateTech,2021,USA,San Francisco,Seed,0.96,13.26,0.7,0.78,1.1,42,25,17,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale),0.00012202267842321277,-0.0074575047633332016
870F0927,Generative AI,2014,France,Lyon,Series A,64.85,454.42,42.75,4.06,15.6,274,0,274,Tier 2 (Mid-size VC),Medium,Acquired,0.008242886141401404,0.0006633586996449897
B8D41577,HealthTech,2021,USA,San Francisco,Series A,2.69,23.2,2.12,0.89,2.7,52,0,52,Corporate VC (e.g. Google Ventures),Low,Independent,0.00034191771349837747,-0.007237609728258037
87130E32,Web3/Crypto,2021,USA,Miami,Series A,10.65,61.41,2.42,0.3,26.6,19,0,19,Tier 3 (Angel/Seed),,Independent,0.0013536890887575167,-0.0062258383529988975
2C140964,Generative AI,2020,USA,Seattle,Series C+,0.0,46.23,2.18,0.31,0.0,27,12,15,Bootstrapped,,Acquired,0.0,-0.007579527441756414
25BF107E,HealthTech,2017,UK,London,Seed,0.67,14.5,1.31,0.19,2.3,15,0,15,Tier 2 (Mid-size VC),Medium,Independent,8.516166098286726e-05,-0.007494365780773547
8C4D1EDC,SpaceTech,2020,USA,San Francisco,Series A,13.91,162.29,10.32,0.38,29.0,23,0,23,Tier 2 (Mid-size VC),Medium,Closed,0.0017680577675696768,-0.005811469674186738
13E7933F,Autonomous Vehicles,2020,USA,Seattle,Series C+,106.46,1007.83,157.7,3.45,30.0,227,0,227,Tier 3 (Angel/Seed),High,IPO,0.013531806609307532,0.005952279167551118
8F5D7B4A,EdTech,2019,UK,Oxford,Post-IPO,857.73,7244.24,1172.43,39.87,21.5,2699,0,2699,"Tier 1 (e.g. Sequoia, a16z)",,Acquired,0.10902344996243989,0.10144392252068347
13FE9C56,Robotics,2019,USA,Seattle,Series B,33.25,274.7,23.53,3.02,10.7,211,120,91,Tier 3 (Angel/Seed),High,Closed,0.004226306309970651,-0.0033532211317857637
46E41E3D,Generative AI,2015,USA,San Francisco,Series A,15.05,120.25,4.71,0.77,17.3,40,0,40,Corporate VC (e.g. Google Ventures),Medium,Independent,0.001912959698197242,-0.0056665677435591725
A34A93FE,ClimateTech,2016,UK,Oxford,Series C+,41.08,180.51,10.86,2.39,16.5,162,33,129,Corporate VC (e.g. Google Ventures),High,Independent,0.005221553780859979,-0.0023579736608964346
B4129286,SpaceTech,2014,USA,Boston,Seed,1.29,21.36,1.13,0.71,1.6,39,0,39,Tier 2 (Mid-size VC),Medium,Independent,0.00016396797413119218,-0.007415559467625222
D0846126,ClimateTech,2017,Israel,Tel Aviv,Series B,40.84,262.42,35.52,3.7,10.7,238,0,238,Tier 2 (Mid-size VC),Medium,Acquired,0.005191048111254177,-0.002388479330502237
67701047,Generative AI,2018,USA,Miami,Seed,0.0,23.39,0.97,0.08,0.0,8,0,8,Bootstrapped,Medium,Independent,0.0,-0.007579527441756414
7EE9ED06,Generative AI,2017,USA,Miami,Series B,106.78,783.65,65.73,6.45,16.3,409,124,285,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.013572480835448604,0.0059929533936921905
83211B7C,ClimateTech,2017,USA,New York,Series B,11.26,112.49,4.05,0.49,19.1,30,0,30,Tier 3 (Angel/Seed),Medium,Independent,0.001431224332338933,-0.006148303109417481
843ED6E7,Robotics,2021,USA,Boston,Seed,6.24,73.06,2.63,0.69,7.9,39,22,17,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale),0.0007931474097508831,-0.006786380032005531
B2163BD8,EdTech,2021,Canada,Montreal,Series C+,108.78,657.71,27.21,3.0,35.1,264,0,264,Tier 3 (Angel/Seed),Medium,Independent,0.013826694748830299,0.006247167307073883
CBFB17CC,Generative AI,2018,China,Shenzhen,Seed,0.0,7.78,0.48,0.42,0.0,24,0,24,Bootstrapped,High,Independent,0.0,-0.007579527441756414
390F09CC,Robotics,2018,USA,New York,Seed,0.0,20.15,1.46,0.18,0.0,13,0,13,Bootstrapped,Low,Independent,0.0,-0.007579527441756414
070919FE,Web3/Crypto,2021,USA,New York,Series C+,69.49,760.82,98.0,2.58,25.9,163,65,98,Tier 3 (Angel/Seed),Medium,Independent,0.008832662420446932,0.001253134978690518
C5224DC8,HealthTech,2020,USA,Miami,Seed,2.86,46.5,1.89,0.29,7.3,23,0,23,Tier 3 (Angel/Seed),Medium,Independent,0.0003635258961358214,-0.007216001545620593
1916A8F4,ClimateTech,2018,China,Shanghai,Series B,14.51,188.74,31.74,0.58,21.3,43,0,43,Tier 3 (Angel/Seed),Medium,Independent,0.0018443219415841846,-0.00573520550017223
EF3E11D6,Generative AI,2021,India,Delhi NCR,Seed,7.94,71.63,4.59,0.59,11.5,41,0,41,Tier 3 (Angel/Seed),Medium,Independent,0.0010092292361253224,-0.0065702982056310925
DC726637,FinTech,2018,USA,New York,Seed,0.67,18.52,2.13,0.39,1.4,27,15,12,Tier 2 (Mid-size VC),High,Acquired (Fire Sale),8.516166098286726e-05,-0.007494365780773547
DE0674F0,Cybersecurity,2020,USA,Seattle,Series B,36.42,430.86,33.02,1.3,26.0,119,38,81,Tier 3 (Angel/Seed),,Independent,0.004629235362680635,-0.0029502920790757795
31BF5866,SpaceTech,2025,India,Mumbai,Seed,3.06,33.94,2.0,0.36,6.7,26,0,26,Tier 3 (Angel/Seed),High,Independent,0.00038894728747399074,-0.007190580154282423
509B2CB4,EdTech,2018,India,Hyderabad,Series A,1.61,30.0,2.96,0.85,1.7,47,28,19,Tier 2 (Mid-size VC),High,Acquired (Fire Sale),0.0002046422002722631,-0.0073748852414841515
C0C5F44D,FinTech,2023,USA,Austin,Pre-IPO,664.99,6454.33,243.79,14.11,46.8,1106,0,1106,Tier 3 (Angel/Seed),High,Independent,0.08452485512984612,0.07694532768808969
8E80A9B9,HealthTech,2018,USA,Miami,Series C+,33.2,160.72,9.24,4.11,7.9,252,0,252,Tier 2 (Mid-size VC),Low,Independent,0.004219950962136109,-0.0033595764796203057
E4DFEB76,FinTech,2020,Canada,Toronto,Series C+,47.68,362.18,15.1,2.81,16.4,223,0,223,Tier 3 (Angel/Seed),Medium,Independent,0.006060459695019568,-0.0015190677467368464
FE8677F6,FinTech,2019,India,Delhi NCR,Seed,0.83,16.85,0.71,0.39,1.7,29,0,29,Tier 2 (Mid-size VC),High,IPO,0.00010549877405340271,-0.0074740286677030116
E26B1147,Generative AI,2021,USA,San Francisco,Series B,16.67,164.74,11.5,0.89,16.8,61,0,61,Corporate VC (e.g. Google Ventures),High,Acquired,0.0021188729680364136,-0.00546065447372
97260FF4,HealthTech,2014,USA,New York,Series B,14.94,74.56,2.91,0.56,22.6,36,0,36,Tier 2 (Mid-size VC),Medium,Independent,0.0018989779329612487,-0.005680549508795166
E1211F41,SpaceTech,2020,Singapore,Singapore,Series C+,49.96,299.88,28.5,2.66,18.1,137,0,137,Corporate VC (e.g. Google Ventures),Medium,Independent,0.006350263556274698,-0.001229263885481716
18B975FA,HealthTech,2021,China,Beijing,Seed,3.82,40.14,2.17,0.32,9.1,25,0,25,Tier 3 (Angel/Seed),Medium,Independent,0.0004855485745590342,-0.00709397886719738
464DF6BA,Cybersecurity,2019,India,Bengaluru,Series B,5.98,54.37,2.49,0.34,13.6,30,11,19,Tier 2 (Mid-size VC),Medium,Independent,0.000760099601011263,-0.006819427840745151
8DB3824D,HealthTech,2015,USA,Boston,Seed,1.44,19.61,2.53,0.52,2.3,31,19,12,Tier 3 (Angel/Seed),Low,Acquired (Fire Sale),0.00018303401763481917,-0.007396493424121595
CD0C0B27,Web3/Crypto,2017,Canada,Montreal,Seed,2.28,32.56,5.98,0.21,7.4,13,11,2,Tier 3 (Angel/Seed),High,Closed,0.0002898038612551303,-0.007289723580501284
B1992F6C,Robotics,2020,UK,London,Series A,2.21,28.57,1.03,0.23,6.7,12,4,8,Corporate VC (e.g. Google Ventures),High,Independent,0.00028090637428677105,-0.0072986210674696435
EFB6ED2E,HealthTech,2022,USA,San Francisco,Series B,23.02,241.48,11.93,1.82,12.0,159,32,127,Tier 3 (Angel/Seed),High,Independent,0.0029260021430232894,-0.004653525298733125
201EB8DF,Cybersecurity,2019,USA,New York,Seed,0.43,11.93,0.6,0.2,1.4,17,0,17,Tier 3 (Angel/Seed),Medium,Independent,5.465599137706406e-05,-0.00752487145037935
8FC5403F,FinTech,2020,USA,Austin,Seed,0.58,10.19,0.96,0.58,0.9,40,0,40,Tier 3 (Angel/Seed),High,Closed,7.372203488069105e-05,-0.007505805406875723
130F8883,FinTech,2017,India,Delhi NCR,Series A,2.99,23.8,0.84,0.42,5.8,39,0,39,Tier 3 (Angel/Seed),High,Closed,0.0003800498005056315,-0.007199477641250783
511FFC34,Generative AI,2019,India,Mumbai,Seed,8.69,78.44,4.06,0.3,21.7,28,0,28,Tier 3 (Angel/Seed),High,Independent,0.0011045594536434572,-0.006474967988112958
3D61DA7D,HealthTech,2018,China,Beijing,Series A,12.92,90.53,4.48,0.58,19.0,34,0,34,Tier 2 (Mid-size VC),High,Independent,0.0016422218804457386,-0.005937305561310675
7CBF8600,Robotics,2020,China,Beijing,Pre-IPO,31.31,332.85,28.08,2.33,12.9,196,0,196,Tier 2 (Mid-size VC),Medium,Independent,0.003979718813990408,-0.003599808627766006
C510DAFF,Web3/Crypto,2024,China,Hangzhou,Series B,25.97,253.69,14.79,0.95,24.7,90,0,90,Tier 2 (Mid-size VC),Medium,Independent,0.003300967665261287,-0.004278559776495127
CF8AAA0E,SpaceTech,2021,USA,Austin,Series A,19.32,100.23,3.49,1.41,12.8,75,0,75,Tier 3 (Angel/Seed),Medium,Independent,0.0024557064032671573,-0.0051238210384892575
92C3BB98,Autonomous Vehicles,2016,USA,New York,Seed,1.95,16.22,1.1,0.78,2.2,46,17,29,Tier 2 (Mid-size VC),Low,Closed,0.00024785856554715094,-0.007331668876209263
E5047CD4,ClimateTech,2020,USA,Boston,Pre-IPO,303.7,3098.47,121.28,16.06,18.8,1110,0,1110,Tier 2 (Mid-size VC),Low,Closed,0.038602382747010125,0.03102285530525371
726D8437,SpaceTech,2014,USA,San Francisco,Series C+,0.0,20.13,2.61,0.42,0.0,21,0,21,Bootstrapped,Medium,Independent,0.0,-0.007579527441756414
78F35DAD,FinTech,2017,Singapore,Singapore,Series B,20.85,138.06,5.82,1.65,11.9,93,0,93,Tier 3 (Angel/Seed),High,Independent,0.0026501800470041526,-0.004929347394752262
E95E061F,EdTech,2016,USA,San Francisco,Series A,90.73,1047.56,43.33,4.57,19.4,259,37,222,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.011532414180560516,0.003952886738804102
40994F00,Autonomous Vehicles,2018,China,Hangzhou,Series B,7.79,58.88,4.14,0.5,13.0,40,14,26,Tier 3 (Angel/Seed),High,Independent,0.0009901631926216954,-0.006589364249134719
A44981B3,Generative AI,2020,Israel,Tel Aviv,Series B,54.58,233.54,11.81,2.38,22.0,229,0,229,Tier 3 (Angel/Seed),Low,Independent,0.00693749769618641,-0.0006420297455700048
2704BB71,SpaceTech,2019,USA,Boston,Series A,17.51,102.82,12.23,1.52,10.8,87,37,50,Tier 2 (Mid-size VC),,Closed,0.002225642811656725,-0.005353884630099689
9AED45C1,SpaceTech,2023,China,Beijing,Series B,16.24,98.45,6.93,0.49,27.5,28,0,28,Tier 3 (Angel/Seed),Medium,Independent,0.002064216976659349,-0.005515310465097066
68F27078,Generative AI,2017,USA,New York,Seed,4.42,58.02,2.13,0.74,5.3,54,0,54,Corporate VC (e.g. Google Ventures),Low,Independent,0.0005618127485735421,-0.007017714693182872
B6A4AE0A,FinTech,2019,USA,Miami,Pre-IPO,40.65,304.95,57.51,3.24,12.2,274,0,274,Tier 2 (Mid-size VC),High,Independent,0.005166897789482916,-0.0024126296522734986
8925ADFA,EdTech,2018,China,Hangzhou,Post-IPO,1049.63,9324.14,342.99,79.62,13.2,5131,0,5131,Tier 3 (Angel/Seed),Medium,Independent,0.13341527495141337,0.12583574750965695
90969772,HealthTech,2017,USA,Boston,Series A,1.47,14.63,1.31,0.41,2.9,23,0,23,Tier 3 (Angel/Seed),,Independent,0.00018684722633554457,-0.00739268021542087
2FC60550,Cybersecurity,2025,USA,Austin,Pre-IPO,63.35,496.11,20.75,2.71,22.5,142,0,142,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.008052225706365134,0.0004726982646087206
DE634DAA,ClimateTech,2019,USA,Miami,Series B,16.5,185.14,13.18,1.01,14.9,55,7,48,Tier 3 (Angel/Seed),Medium,Independent,0.0020972647853989695,-0.005482262656357445
8A65014A,HealthTech,2023,Germany,Munich,Pre-IPO,41.25,140.14,23.83,1.18,32.2,61,0,61,Tier 3 (Angel/Seed),Medium,Independent,0.005243161963497424,-0.0023363654782589905
272AF942,Generative AI,2019,USA,New York,Series C+,28.27,284.46,12.2,1.66,16.1,98,23,75,Tier 3 (Angel/Seed),Low,Independent,0.0035933136656502345,-0.00398621377610618
FAA6AD78,ClimateTech,2017,USA,New York,Seed,1.35,27.76,0.98,0.32,3.2,22,10,12,Tier 3 (Angel/Seed),High,Acquired,0.000171594391532643,-0.0074079330502237715
EDC2C736,EdTech,2015,USA,Austin,Seed,0.35,19.59,2.11,0.71,0.4,47,24,23,Tier 3 (Angel/Seed),,Acquired (Fire Sale),4.448743484179632e-05,-0.007535040006914618
A3A22D45,ClimateTech,2022,India,Bengaluru,Seed,0.98,22.43,1.37,0.23,3.0,14,8,6,Tier 2 (Mid-size VC),Medium,Closed,0.0001245648175570297,-0.007454962624199385
95851B4A,Generative AI,2013,Germany,Berlin,Seed,1.99,20.32,1.09,0.28,5.2,23,0,23,Tier 2 (Mid-size VC),,Independent,0.00025294284381478484,-0.007326584597941629
DAB1B20C,Robotics,2023,USA,Miami,Series A,0.0,46.98,2.92,0.36,0.0,20,9,11,Bootstrapped,Medium,Independent,0.0,-0.007579527441756414
70725CFD,Generative AI,2019,Israel,Tel Aviv,Series A,18.74,135.65,9.84,1.3,13.4,66,0,66,Tier 3 (Angel/Seed),Medium,Closed,0.002381984368386466,-0.005197543073369949
E443205D,FinTech,2017,UK,London,Seed,1.28,23.51,1.59,0.89,1.3,46,0,46,Tier 3 (Angel/Seed),High,Independent,0.0001626969045642837,-0.00741683053719213
6AB4063A,Cybersecurity,2020,China,Shenzhen,Seed,0.81,12.55,0.74,0.86,0.8,43,0,43,Tier 3 (Angel/Seed),Medium,Acquired,0.00010295663491958579,-0.007476570806836828
96B22E1B,Generative AI,2015,USA,Austin,Seed,3.98,29.31,1.41,0.87,4.1,52,0,52,Tier 3 (Angel/Seed),Low,Independent,0.0005058856876295697,-0.0070736417541268455
4E605394,EdTech,2014,USA,Boston,Seed,1.16,25.55,1.97,0.35,2.6,23,12,11,Tier 2 (Mid-size VC),High,Acquired (Fire Sale),0.0001474440697613821,-0.007432083371995033
2F0840F8,FinTech,2021,France,Paris,Seed,0.38,22.8,1.49,0.6,0.5,48,23,25,Tier 2 (Mid-size VC),,Acquired,4.8300643542521723e-05,-0.007531226798213892
08AB3520,ClimateTech,2019,Israel,Tel Aviv,Series C+,16.12,97.43,7.44,0.98,14.9,53,0,53,Corporate VC (e.g. Google Ventures),Low,Closed,0.002048964141856448,-0.005530563299899966
C2D83F24,Web3/Crypto,2020,UK,Oxford,Pre-IPO,153.46,822.6,63.89,5.94,25.4,328,0,328,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.019505833573777328,0.011926306132020913
2CBCE858,Generative AI,2016,China,Shenzhen,Seed,1.88,21.39,2.08,0.21,6.1,15,0,15,Tier 3 (Angel/Seed),,Acquired,0.00023896107857879169,-0.007340566363177622
5DE60F80,Autonomous Vehicles,2014,USA,San Francisco,Series B,11.42,75.07,2.94,0.88,11.7,49,19,30,Tier 2 (Mid-size VC),High,Independent,0.0014515614454094687,-0.006127965996346946
DB06FC9D,Generative AI,2019,Singapore,Singapore,Series C+,83.34,272.55,12.54,3.52,23.0,313,127,186,Tier 3 (Angel/Seed),Medium,Acquired,0.01059309377061516,0.003013566328858745
FB555DB3,HealthTech,2020,India,Bengaluru,Series A,6.83,46.58,2.29,0.51,11.2,26,9,17,Tier 3 (Angel/Seed),Medium,Independent,0.0008681405141984826,-0.006711386927557932
224055AA,EdTech,2021,USA,Seattle,Series B,14.74,162.41,32.47,0.99,13.5,55,13,42,Tier 3 (Angel/Seed),High,Independent,0.0018735565416230795,-0.0057059709001333345
0FE5E9E0,Autonomous Vehicles,2020,Germany,Berlin,Post-IPO,339.14,2618.07,113.71,24.99,13.5,1628,439,1189,Tier 2 (Mid-size VC),High,Independent,0.043107053292133726,0.035527525850377314
826C8BF6,FinTech,2021,USA,Seattle,Seed,0.81,17.91,1.05,0.27,2.2,25,0,25,Tier 3 (Angel/Seed),High,Independent,0.00010295663491958579,-0.007476570806836828
5EA82EAC,FinTech,2015,USA,Seattle,Seed,0.84,10.65,0.44,0.41,1.6,25,0,25,Tier 2 (Mid-size VC),Low,Independent,0.00010676984362031118,-0.007472757598136102
945F9626,ClimateTech,2014,Germany,Berlin,Series B,25.28,291.08,24.78,1.22,19.2,76,35,41,Tier 2 (Mid-size VC),High,Independent,0.003213263865144603,-0.004366263576611811
5C7C251F,EdTech,2016,China,Shanghai,Series A,15.39,89.17,3.92,0.43,29.0,43,0,43,Tier 2 (Mid-size VC),High,Independent,0.00195617606347213,-0.0056233513782842845
49B38A39,Generative AI,2021,China,Shenzhen,Seed,2.99,17.76,0.94,0.28,7.9,26,8,18,Corporate VC (e.g. Google Ventures),Low,Independent,0.0003800498005056315,-0.007199477641250783
B90E1F24,Cybersecurity,2021,China,Beijing,Series C+,25.8,148.45,6.03,1.96,12.5,151,20,131,Tier 3 (Angel/Seed),High,Independent,0.0032793594826238436,-0.004300167959132572
563F05AD,HealthTech,2015,USA,New York,Series C+,207.03,2391.83,97.26,7.83,26.1,669,0,669,Tier 3 (Angel/Seed),Medium,Independent,0.02631495324370598,0.018735425801949566
0675C8C9,HealthTech,2013,USA,San Francisco,Seed,0.99,12.54,2.16,0.21,3.2,15,0,15,Tier 3 (Angel/Seed),Medium,Independent,0.00012583588712393817,-0.0074536915546324755
EFAA3BCD,HealthTech,2020,China,Shenzhen,Series B,26.87,289.52,30.68,2.37,10.9,185,0,185,Corporate VC (e.g. Google Ventures),Low,Independent,0.003415363926283049,-0.004164163515473365
5F51A0C9,FinTech,2022,USA,New York,Series C+,156.53,1438.69,54.0,5.32,28.9,505,141,364,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.019896051930818226,0.01231652448906181
9D0C0AF6,Web3/Crypto,2021,China,Shanghai,Seed,1.04,24.42,2.49,0.37,2.2,27,17,10,Tier 2 (Mid-size VC),High,Acquired (Fire Sale),0.00013219123495848052,-0.0074473362067979335
3B9DAC7C,FinTech,2017,China,Beijing,Seed,0.24,17.82,0.67,0.19,0.8,10,5,5,Tier 3 (Angel/Seed),Low,Independent,3.0505669605803192e-05,-0.007549021772150611
F67D649A,Web3/Crypto,2020,France,Paris,Series C+,61.46,457.83,23.1,4.53,13.3,408,178,230,Tier 2 (Mid-size VC),Medium,Independent,0.007811993558219435,0.00023246611646302035
8C02CC18,Generative AI,2021,USA,Austin,Seed,3.11,26.29,4.55,0.54,4.9,32,0,32,Tier 3 (Angel/Seed),Medium,IPO,0.00039530263530853304,-0.007184224806447881
AE1E134B,Cybersecurity,2018,USA,Austin,Series A,3.32,42.37,1.74,0.22,10.4,18,0,18,Tier 3 (Angel/Seed),High,Independent,0.00042199509621361085,-0.007157532345542804
2AD40F97,Cybersecurity,2020,Japan,Kyoto,Seed,0.66,21.44,1.81,0.34,1.5,30,14,16,Tier 3 (Angel/Seed),Medium,Acquired,8.389059141595879e-05,-0.007495636850340456
080FE80F,ClimateTech,2018,USA,New York,Pre-IPO,88.22,434.15,67.46,4.91,17.6,376,51,325,Tier 3 (Angel/Seed),High,Independent,0.011213375719266491,0.0036338482775100764
1AF36101,FinTech,2017,Germany,Berlin,Seed,0.94,17.07,0.76,0.58,1.4,37,0,37,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.00011948053928939584,-0.007460046902467019
296B9AD4,FinTech,2023,USA,Austin,Seed,1.27,24.12,0.94,0.59,1.8,37,0,37,Tier 3 (Angel/Seed),Low,Independent,0.00016142583499737523,-0.007418101606759039
A0486FB4,EdTech,2022,Canada,Montreal,Series B,25.44,270.84,12.27,2.24,10.9,159,72,87,Tier 3 (Angel/Seed),Medium,Independent,0.0032336009782151388,-0.0043459264635412765
43609D1A,EdTech,2019,China,Shenzhen,Seed,0.0,5.15,0.19,0.55,0.0,28,0,28,Bootstrapped,High,IPO,0.0,-0.007579527441756414
C30CAF8F,Generative AI,2015,Singapore,Singapore,Seed,0.65,23.71,1.13,0.51,1.1,27,0,27,Tier 2 (Mid-size VC),Low,IPO,8.261952184905032e-05,-0.007496907919907364
34345882,EdTech,2021,USA,Miami,Seed,0.91,17.48,0.67,0.66,1.2,36,14,22,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.00011566733058867044,-0.007463860111167744
8101A2EC,HealthTech,2018,India,Hyderabad,Series A,6.97,67.3,3.94,0.68,8.9,61,0,61,Tier 2 (Mid-size VC),Low,Independent,0.000885935488135201,-0.006693591953621214
26DA3565,Robotics,2016,India,Hyderabad,Seed,1.96,18.06,0.8,0.39,4.0,25,0,25,Tier 2 (Mid-size VC),High,Independent,0.0002491296351140594,-0.007330397806642355
4D4E8EF0,EdTech,2019,India,Hyderabad,Series A,4.82,34.92,1.21,0.41,9.5,41,25,16,Corporate VC (e.g. Google Ventures),,Acquired (Fire Sale),0.0006126555312498808,-0.006966871910506533
36EE9978,HealthTech,2020,USA,New York,Series C+,175.78,728.84,28.32,5.2,33.2,404,85,319,Tier 2 (Mid-size VC),,Independent,0.02234286084711702,0.014763333405360608
E75D1C9A,Cybersecurity,2014,USA,Austin,Seed,1.79,30.26,1.1,0.94,1.7,53,0,53,Tier 2 (Mid-size VC),Low,Independent,0.00022752145247661548,-0.007352005989279799
069A583E,Robotics,2020,USA,New York,Series C+,58.64,219.52,9.7,2.55,22.1,189,0,189,Corporate VC (e.g. Google Ventures),Low,Independent,0.0074535519403512475,-0.0001259755014051672
758AE527,Generative AI,2012,USA,New York,Series B,65.34,647.81,117.94,3.8,16.8,205,17,188,Tier 3 (Angel/Seed),High,Closed,0.00830516855017992,0.0007256411084235057
9D84EB12,HealthTech,2022,UK,Oxford,Series C+,61.82,263.96,12.3,4.91,12.3,250,72,178,Tier 3 (Angel/Seed),Low,Independent,0.00785775206262814,0.00027822462087172506
BE719E74,Generative AI,2023,USA,Miami,Seed,3.19,42.59,1.46,0.33,7.4,19,0,19,Tier 2 (Mid-size VC),High,Independent,0.0004054711918438008,-0.007174056249912614
466C3AC9,Cybersecurity,2021,India,Delhi NCR,Series A,6.55,79.03,3.47,0.74,7.8,51,0,51,Tier 3 (Angel/Seed),Medium,Independent,0.0008325505663250455,-0.006746976875431369
8F5504DF,Robotics,2019,China,Hangzhou,Series B,63.4,404.88,22.49,3.42,18.0,219,0,219,Corporate VC (e.g. Google Ventures),Low,Acquired,0.008058581054199676,0.00047905361244326256
2AD65B9D,HealthTech,2018,USA,San Francisco,Seed,2.26,23.52,0.89,0.7,2.8,47,0,47,Tier 3 (Angel/Seed),Medium,Independent,0.0002872617221213134,-0.0072922657196351015
6F3F9083,Generative AI,2021,USA,Seattle,Series B,19.55,107.76,6.81,0.37,41.6,28,0,28,Tier 2 (Mid-size VC),Medium,Independent,0.002484941003306052,-0.005094586438450363
F13A067F,Robotics,2023,USA,Seattle,Seed,1.05,17.65,0.73,0.38,2.2,24,0,24,Tier 2 (Mid-size VC),High,Independent,0.00013346230452538897,-0.007446065137231026
DAD5346F,Cybersecurity,2016,China,Shenzhen,Seed,0.47,17.22,1.17,0.47,0.8,28,0,28,Tier 2 (Mid-size VC),Medium,Independent,5.974026964469792e-05,-0.007519787172111716
116E56B1,Generative AI,2019,China,Shanghai,Series C+,87.25,324.65,54.26,6.42,13.4,365,121,244,Corporate VC (e.g. Google Ventures),Low,Independent,0.01109008197127637,0.003510554529519955
DB30F6E8,ClimateTech,2018,China,Shanghai,Series B,5.3,47.52,3.23,0.37,11.3,22,0,22,Tier 3 (Angel/Seed),Medium,Acquired,0.0006736668704614871,-0.006905860571294928
